seq,latency_ns
5919,1002121
5920,1002163
5921,1002271
5922,1007028
5923,1007086
5924,1005598
5925,995695
5926,985808
5927,976815
5928,966919
5929,956978
5930,930875
5931,930830
5932,927262
5933,914552
5934,908688
5935,898043
5936,888912
5937,878975
5938,869059
5939,859595
5940,851258
5941,841821
5942,833066
5943,823026
5944,814556
5945,804984
5946,795374
5947,785733
5948,775968
5949,762173
5950,757039
5951,747308
5952,737434
5953,729717
5954,719915
5955,710083
5956,700132
5957,690293
5958,680433
5959,670541
5960,661521
5961,651801
5962,642304
5963,632717
5964,623053
5965,619418
5966,609597
5967,599728
5968,589809
5969,579934
5970,570028
5971,560157
5972,550268
5973,540316
5974,530387
5975,520498
5976,510546
5977,500838
5978,492774
5979,483114
5980,473466
5981,463955
5982,454346
5983,444780
5984,435247
5985,425806
5986,416153
5987,406573
5988,396874
5989,387320
5990,377742
5991,370144
5992,361365
5993,351807
5994,342252
5995,332633
5996,322984
5997,313272
5998,303768
5999,294230
6000,284501
6001,275251
6002,265679
6003,256019
6004,248203
6005,238614
6006,228935
6007,226039
6008,216271
6009,206416
6010,196551
6011,186680
6012,176772
6013,166859
6014,156976
6015,147026
6016,137110
6017,127219
6018,117270
6019,107357
6020,97501
6021,87560
6022,78041
6023,68527
6024,59534
6025,1244649
6026,1246564
6027,1247581
6028,1248399
6029,1267498
6030,1267566
6031,1267613
6032,1265886
6033,1257163
6034,1247754
6035,1238352
6036,1228728
6037,1220549
6038,1210658
6039,1200748
6040,1191479
6041,1182097
6042,1174523
6043,1165009
6044,1155506
6045,1145928
6046,1136397
6047,1126839
6048,1117343
6049,1112701
6050,1102847
6051,1092918
6052,1082984
6053,1073110
6054,1063171
6055,1053239
6056,1043833
6057,1032400
6058,1024531
6059,1015082
6060,1005482
6061,995839
6062,986271
6063,976672
6064,966993
6065,957534
6066,947894
6067,938307
6068,930157
6069,920475
6070,910996
6071,901404
6072,892511
6073,882913
6074,873370
6075,863719
6076,854308
6077,844739
6078,835137
6079,825498
6080,816121
6081,810064
6082,800412
6083,790853
6084,781147
6085,771547
6086,761910
6087,752365
6088,743440
6089,733915
6090,727815
6091,717954
6092,708083
6093,698208
6094,688306
6095,678438
6096,668839
6097,659368
6098,649877
6099,640230
6100,630564
6101,621045
6102,611381
6103,601766
6104,592856
6105,583153
6106,574837
6107,565275
6108,555675
6109,546021
6110,536461
6111,526915
6112,517243
6113,507851
6114,498215
6115,488530
6116,478992
6117,469278
6118,459852
6119,452203
6120,443363
6121,433788
6122,424255
6123,414641
6124,405049
6125,395444
6126,385759
6127,376243
6128,366659
6129,357261
6130,347608
6131,338066
6132,330231
6133,324035
6134,314174
6135,304324
6136,294431
6137,284551
6138,274644
6139,266248
6140,256379
6141,246460
6142,236556
6143,226662
6144,216715
6145,207539
6146,198040
6147,188333
6148,178852
6149,169390
6150,159786
6151,150098
6152,141249
6153,131625
6154,121948
6155,112389
6156,102729
6157,95114
6158,85591
6159,76027
6160,66437
