seq,latency_ns
5312,320654
5313,311244
5314,301711
5315,292037
5316,282480
5317,272871
5318,263321
5319,253624
5320,244784
5321,235271
5322,227526
5323,217892
5324,208385
5325,198736
5326,189235
5328,169635
5329,160240
5330,150698
5331,141174
5332,131548
5333,121955
5334,112443
5335,102947
5336,95940
5337,86314
5338,76786
5339,67330
5340,57782
5341,48136
5342,38599
5343,28992
5344,19414
5345,10071
5346,1052943
5347,1043380
5348,1033867
5349,1026414
5350,1016914
5351,1007636
5352,998871
5353,989358
5354,979820
5355,970168
5356,960690
5357,951198
5358,941685
5359,932157
5360,922576
5361,913112
5362,905510
5363,895912
5364,886342
5365,876718
5366,867102
5367,857607
5368,848867
5369,839254
5370,829698
5371,820083
5372,810607
5373,801005
5374,793358
5375,783772
5376,774222
5377,764933
5378,755423
5379,745908
5380,736257
5381,726764
5382,717303
5383,707692
5384,698831
5385,689322
5386,679766
5387,672054
5388,662589
5389,653055
5391,633607
5392,624185
5393,614848
5394,605265
5395,595704
5396,586234
5397,576685
5398,567276
5399,557659
5400,548741
5401,541185
5402,531619
5403,522017
5404,512428
5405,502783
5406,493133
5407,483505
5408,475441
5409,465523
5410,455616
5411,445695
5412,435745
5413,425954
5414,418956
5415,409296
5416,400416
5417,390863
5418,381303
5419,371649
5420,362121
5421,352514
5422,342868
5423,333223
5424,323677
5425,314333
5426,304748
5427,296878
5428,287414
5429,277846
5430,268256
5431,258751
5432,249859
5433,240295
5434,230707
5435,221172
5436,211567
5437,202077
5438,192522
5439,184889
5440,175393
5441,166024
5442,156531
5443,146894
5444,137388
5445,127811
5446,118257
5447,108620
5448,99670
5449,90116
5450,80577
5451,71060
5452,63405
5453,53875
5454,44256
5455,34659
5456,25113
5457,15756
5458,6286
5459,1021175
5460,1011608
5461,1001975
5462,992421
5463,982785
5464,974151
5465,967427
5466,957899
5467,948291
5468,938713
5469,929143
5470,919611
5471,910039
5472,900408
5473,891037
5474,881448
5476,861828
5477,852306
5478,842676
5479,835077
5480,826243
