seq,latency_ns
12844,651481
12845,647530
12846,643593
12847,639660
12848,635708
12849,631756
12850,627817
12851,623877
12852,619933
12853,615987
12854,612041
12855,608100
12856,604161
12857,600201
12858,596260
12859,592317
12860,588369
12861,584426
12862,580487
12863,576544
12864,572596
12865,568657
12866,564707
12867,560765
12868,556822
12869,552863
12870,548938
12871,544988
12872,541048
12873,537101
12874,533162
12875,529205
12876,525272
12877,521339
12878,517387
12879,513441
12880,509500
12881,505558
12882,501615
12883,497681
12884,493730
12885,489791
12886,485857
12887,481915
12888,477967
12889,474028
12890,470078
12891,466145
12892,462212
12893,458262
12894,454324
12895,450384
12896,446432
12897,442496
12898,438556
12899,434614
12900,430658
12901,426728
12902,422791
12903,418835
12904,414889
12905,411904
12906,406902
12907,404016
12908,400078
12909,396127
12910,392185
12911,388246
12912,385663
12913,381742
12914,377795
12915,373867
12916,369927
12917,365977
12918,362031
12919,358090
12920,354134
12921,350186
12922,346256
12923,342304
12924,338357
12925,334416
12926,330469
12927,326528
12928,322590
12929,318633
12930,314691
12931,310747
12932,306802
12933,302862
12934,298921
12935,294962
12936,291029
12937,287080
12938,283138
12939,279196
12940,275251
12941,271294
12942,267361
12943,263425
12944,259471
12945,255520
12946,251578
12947,247637
12948,243691
12949,239752
12950,235807
12951,231868
12952,227929
12953,223980
12954,220026
12955,216088
12956,212133
12957,208194
12958,204259
12959,200301
12960,196359
12961,192420
12962,188469
12963,184537
12964,180606
12965,176652
12966,172704
12967,168762
12968,164816
12969,160875
12970,156924
12971,152979
12972,149037
12973,145104
12974,141146
12975,137213
12976,133279
12977,129340
12978,125398
12979,121460
12980,117513
12981,113555
12982,109612
12983,105664
12984,101727
12985,97788
12986,93855
12987,89922
12988,85986
12989,82037
12990,78089
12991,74149
12992,70192
12993,66251
12994,62318
12995,58376
12996,54428
12997,50486
12998,46533
12999,42606
13000,38651
13001,34716
13002,30761
13003,26822
13004,1223279
13005,1219703
13006,1215810
13007,1211871
13008,1207939
13009,1204013
13010,1200063
13011,1196125
13012,1192181
13013,1188232
13014,1184302
13015,1182121
13016,1178173
13017,1174244
13018,1170306
13019,1166365
13020,1162443
13021,1158505
13022,1154561
13023,1150616
13024,1146682
13025,1142727
13026,1138791
13027,1134854
13028,1130937
13029,1127021
13030,1123094
13031,1119144
13032,1115200
13033,1111250
13034,1107318
13035,1103379
13036,1099429
13037,1095485
13038,1091548
13039,1087608
13040,1083664
13041,1079725
13042,1075786
13043,1071836
13044,1067889
13045,1063954
13046,1060013
13047,1056061
13048,1052130
13049,1048181
13050,1044248
13051,1040298
13052,1036357
13053,1032422
13054,1028471
13055,1024538
13056,1020584
13057,1016645
13058,1012702
13059,1008760
13060,1004831
13061,1000868
13062,996926
13063,992999
13064,989056
13065,985108
13066,981176
13067,977229
13068,973290
13069,969339
13070,965404
13071,961453
13072,957516
13073,953570
13074,949626
13075,945693
13076,941739
13077,937792
13078,933848
13079,929903
13080,925961
13081,922031
13082,918075
13083,914128
13084,910189
13085,906249
13086,902312
13087,898366
13088,894417
13089,890486
13090,886541
13091,882590
13092,878657
13093,874727
13094,870772
13095,866832
13096,862898
13097,858956
13098,855010
13099,851070
13100,847119
13101,843188
13102,839238
13103,835297
13104,831356
13105,827411
13106,823475
13107,819521
13108,815580
13109,811632
13110,807700
13111,803760
13112,799808
13113,795866
13114,791929
13115,787978
13116,784038
13117,781324
13118,777375
13119,773442
13120,769492
13121,765558
13122,761598
13123,757657
13124,753719
13125,749774
13126,745833
13127,741876
13128,737945
13129,734001
13130,730055
13131,726117
13132,722178
13133,718231
13134,714288
13135,710338
13136,706395
13137,702457
13138,698513
13139,694560
13140,690628
13141,686679
13142,682737
13143,678788
13144,674847
13145,670904
13146,666961
13147,663025
13148,659073
13149,655119
13150,651180
13151,647242
13152,643297
13153,639356
13154,635400
13155,631465
13156,626111
13157,623585
13158,619630
13159,615699
13160,611746
13161,607814
13162,603878
13163,599915
13164,595985
13165,592041
13166,588096
13167,584156
13168,580216
13169,576261
13170,572329
13171,568391
13172,564428
13173,560490
13174,556554
13175,552605
13176,548667
13177,544728
13178,540780
13179,536829
13180,532890
13181,528945
13182,524996
13183,521058
13184,517115
13185,513172
13186,509237
13187,505286
13188,501342
13189,497404
13190,493449
13191,489517
13192,485575
13193,481633
13194,477693
13195,473751
13196,469800
13197,465855
13198,461910
13199,457969
13200,454027
13201,450084
13202,455541
13203,451696
13204,447787
13205,443850
13206,439912
13207,435979
13208,432024
13209,428078
13210,424129
13211,420169
13212,416226
13213,412276
13214,408356
13215,404408
13216,400451
13217,396514
13218,392558
13219,388613
13220,386022
13221,382095
13222,378147
13223,374184
13224,370236
13225,366286
13226,362339
13227,358385
13228,354444
13229,350483
13230,346543
13231,342596
13232,338653
13233,334690
13234,330748
13235,326801
13236,322838
13237,318895
13238,314946
13239,310995
13240,307058
13241,303098
13242,299142
13243,295201
13244,291250
13245,287299
13246,283349
13247,279396
13248,275456
13249,271512
13250,267547
13251,263591
13252,259646
13253,255692
13254,251750
13255,247807
13256,243859
13257,239899
13258,235950
13259,231995
13260,228054
13261,224109
13262,220156
13263,216200
13264,212260
13265,208307
13266,204456
13267,200500
13268,196550
13269,192606
13270,188658
13271,184698
13272,180748
13273,176805
13274,172843
13275,168895
13276,164954
13277,161001
13278,157049
13279,153105
13280,149158
13281,145207
13282,141257
13283,137306
13284,133358
13285,129422
13286,125463
13287,121510
13288,117565
13289,113615
13290,109679
13291,105733
13292,101769
13293,97817
13294,93880
13295,89926
13296,85977
13297,82025
13298,78073
13299,74119
13300,70180
13301,66220
13302,62261
13303,58320
13304,54358
13305,50406
13306,46464
13307,42511
13308,38555
13309,34609
13310,1154656
13311,1150877
13312,1146963
13313,1143018
13314,1139086
13315,1135136
13316,1131188
13317,1127228
13318,1123290
13319,1119334
13320,1115379
13321,1111444
13322,1109038
13323,1105100
13324,1101161
13325,1097198
13326,1093251
13327,1089312
13328,1085368
13329,1081424
13330,1077480
13331,1073532
13332,1069584
13333,1065633
13334,1061690
13335,1057741
13336,1053795
13337,1049839
13338,1045893
13339,1041947
13340,1037989
13341,1034043
13342,1030106
13343,1026149
13344,1022193
13345,1018236
13346,1014281
13347,1010339
13348,1006394
13349,1002446
13350,998495
13351,994557
13352,990607
13353,986680
13354,982774
13355,978819
13356,974871
13357,970939
13358,966962
13359,963018
13360,959074
13361,955117
13362,951179
13363,947232
13364,943275
13365,939326
13366,935373
13367,931422
13368,927462
13369,923520
13370,919562
13371,915607
13372,911668
13373,907705
13374,903754
13375,899817
13376,895846
13377,891908
13378,887967
13379,884006
13380,880050
13381,876105
13382,872145
13383,868199
13384,864247
13385,860294
13386,856345
13387,852410
13388,848433
13389,844491
13390,840543
13391,836591
13392,832643
13393,828695
13394,824749
13395,820786
13396,816841
13397,812889
13398,808940
13399,804999
13400,801035
13401,797090
13402,793136
13403,789193
13404,785237
13405,781290
13406,775262
13407,773393
13408,769436
13409,765488
13410,761540
13411,757600
13412,753626
13413,749686
13414,745735
13415,741774
13416,737854
13417,735595
13418,731634
13419,727714
13420,723797
13421,719825
13422,715866
13423,711930
13424,709221
13425,705270
13426,701329
13427,697370
13428,693420
13429,689483
13430,685525
13431,681564
13432,677615
13433,673657
13434,669715
13435,665764
13436,661819
13437,657876
13438,653935
13439,649974
13440,646011
13441,642070
13442,638104
13443,634156
13444,630221
13445,626267
13446,622315
13447,618362
13448,614414
13449,610469
13450,606522
13451,602564
13452,598626
13453,594689
13454,1826658
13455,1822784
13456,1818899
13457,1814970
13458,1811032
13459,1807090
13460,1803145
13461,1799209
13462,1795270
13463,1791314
13464,1787374
13465,1783429
13466,1779479
13467,1775543
13468,1771609
13469,1767657
13470,1763719
13471,1759781
13472,1755832
13473,1751883
13474,1747938
13475,1744006
13476,1740061
13477,1736132
13478,1732172
13479,1728270
13480,1724325
13481,1720389
13482,1716452
13483,1712502
13484,1708556
13485,1704619
13486,1700687
13487,1696736
13488,1692795
13489,1688860
13490,1684914
13491,1680972
13492,1677036
13493,1673100
13494,1669153
13495,1665202
13496,1661268
13497,1657318
13498,1653378
13499,1649433
13500,1645493
13501,1641554
13502,1637601
13503,1633658
13504,1629721
13505,1625782
13506,1621828
13507,1617893
13508,1613946
13509,1610009
13510,1606078
13511,1602113
13512,1598178
13513,1594235
13514,1590292
13515,1586358
13516,1582417
13517,1578471
13518,1574519
13519,1570583
13520,1566638
13521,1562694
13522,1558748
13523,1554795
13524,1550855
13525,1546921
13526,1544413
13527,1540475
13528,1536537
13529,1532591
13530,1528653
13531,1524703
13532,1520764
13533,1516822
13534,1512885
13535,1508930
13536,1504990
13537,1501056
13538,1497100
